         0.1000000E-03	         0.9999000E+00
         0.2000000E-03	         0.9998000E+00
         0.3000000E-03	         0.9997001E+00
         0.4000000E-03	         0.9996001E+00
         0.5000000E-03	         0.9995001E+00
         0.6000000E-03	         0.9994002E+00
         0.7000000E-03	         0.9993002E+00
         0.8000000E-03	         0.9992003E+00
         0.9000000E-03	         0.9991004E+00
         0.1000000E-02	         0.9990005E+00
         0.1100000E-02	         0.9989006E+00
         0.1200000E-02	         0.9988007E+00
         0.1300000E-02	         0.9987009E+00
         0.1400000E-02	         0.9986010E+00
         0.1500000E-02	         0.9985011E+00
         0.1600000E-02	         0.9984013E+00
         0.1700000E-02	         0.9983014E+00
         0.1800000E-02	         0.9982016E+00
         0.1900000E-02	         0.9981018E+00
         0.2000000E-02	         0.9980020E+00
         0.2100000E-02	         0.9979022E+00
         0.2200000E-02	         0.9978024E+00
         0.2300000E-02	         0.9977027E+00
         0.2400000E-02	         0.9976029E+00
         0.2500000E-02	         0.9975031E+00
         0.2600000E-02	         0.9974034E+00
         0.2700000E-02	         0.9973037E+00
         0.2800000E-02	         0.9972039E+00
         0.2900000E-02	         0.9971042E+00
         0.3000000E-02	         0.9970045E+00
         0.3100000E-02	         0.9969048E+00
         0.3200000E-02	         0.9968051E+00
         0.3300000E-02	         0.9967054E+00
         0.3400000E-02	         0.9966058E+00
         0.3500000E-02	         0.9965061E+00
         0.3600000E-02	         0.9964065E+00
         0.3700000E-02	         0.9963068E+00
         0.3800000E-02	         0.9962072E+00
         0.3900000E-02	         0.9961076E+00
         0.4000000E-02	         0.9960080E+00
         0.4100000E-02	         0.9959084E+00
         0.4200000E-02	         0.9958088E+00
         0.4300000E-02	         0.9957092E+00
         0.4400000E-02	         0.9956096E+00
         0.4500000E-02	         0.9955101E+00
         0.4600000E-02	         0.9954106E+00
         0.4700000E-02	         0.9953110E+00
         0.4800000E-02	         0.9952115E+00
         0.4900000E-02	         0.9951120E+00
         0.5000000E-02	         0.9950125E+00
         0.5100000E-02	         0.9949130E+00
         0.5200000E-02	         0.9948135E+00
         0.5300000E-02	         0.9947140E+00
         0.5400000E-02	         0.9946145E+00
         0.5500000E-02	         0.9945151E+00
         0.5600000E-02	         0.9944156E+00
         0.5700000E-02	         0.9943162E+00
         0.5800000E-02	         0.9942168E+00
         0.5900000E-02	         0.9941174E+00
         0.6000000E-02	         0.9940180E+00
         0.6100000E-02	         0.9939185E+00
         0.6200000E-02	         0.9938192E+00
         0.6300000E-02	         0.9937198E+00
         0.6400000E-02	         0.9936205E+00
         0.6500000E-02	         0.9935211E+00
         0.6600000E-02	         0.9934217E+00
         0.6700000E-02	         0.9933224E+00
         0.6800000E-02	         0.9932231E+00
         0.6900000E-02	         0.9931238E+00
         0.7000000E-02	         0.9930245E+00
         0.7100000E-02	         0.9929252E+00
         0.7200000E-02	         0.9928259E+00
